name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Paris, France",2008-04-30,57,46.3,51.2,57,40,48.8,43.5,75.6,0.095,100,41.67,rain,0,0,43.7,19.1,195.3,997.1,78.1,15.5,,,,,2008-04-30T06:31:27,2008-04-30T21:05:07,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-01,57.2,43.8,50.7,57.2,38.6,48.6,42.8,75.2,0.085,100,12.5,rain,0,0,35.4,13.3,204.4,1010.4,57.8,19.4,,,,,2008-05-01T06:29:45,2008-05-01T21:06:34,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-02,64.5,44.5,54.5,64.5,41.3,53.6,44.5,71.7,0.001,100,4.17,rain,0,0,15.8,6.7,191.2,1020.7,48.7,14.8,,,,,2008-05-02T06:28:04,2008-05-02T21:08:01,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-03,73.9,52.7,63,73.9,52.7,63,47.5,58.9,0,0,0,,0,0,16.1,7.6,83.4,1022.3,44.1,14.2,,,,,2008-05-03T06:26:24,2008-05-03T21:09:28,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-04,75.2,54.3,65.2,75.2,54.3,65.2,48.5,56.5,0,0,0,,0,0,16.1,10.5,64.9,1020.4,41.1,16.6,,,,,2008-05-04T06:24:46,2008-05-04T21:10:55,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999,07055099999"
"Paris, France",2008-05-05,72.1,56.1,64.5,72.1,56.1,64.5,42.5,46.2,0,0,0,,0,0,24.4,13.4,65.9,1021.4,55.8,16,,,,,2008-05-05T06:23:10,2008-05-05T21:12:21,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-06,74.1,54.2,64.7,74.1,54.2,64.7,46.1,52,0,0,0,,0,0,26.4,10.2,72.7,1020.5,9,17.4,,,,,2008-05-06T06:21:35,2008-05-06T21:13:47,0.03,Clear,Clear conditions throughout the day.,clear-day,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-07,77.5,55.5,67.3,77.5,55.5,67.3,48.7,53.2,0,0,0,,0,0,21.7,10.2,95.3,1017.7,9.6,14.5,,,,,2008-05-07T06:20:01,2008-05-07T21:15:12,0.07,Clear,Clear conditions throughout the day.,clear-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-08,79.2,56.4,68.5,79.2,56.4,68.5,48,49,0,0,0,,0,0,26,14,113.7,1013.4,12.1,17.9,,,,,2008-05-08T06:18:30,2008-05-08T21:16:37,0.1,Clear,Clear conditions throughout the day.,clear-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-09,75.2,58.9,66.8,75.2,58.9,66.8,49.2,55.2,0,0,0,,0,0,21.6,11.5,148.1,1012.3,48.2,16,,,,,2008-05-09T06:16:59,2008-05-09T21:18:01,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-10,80,61,69.7,80,61,69.7,48.5,48.6,0,0,0,,0,0,21.6,10.4,21.4,1013.9,53.9,15.6,,,,,2008-05-10T06:15:31,2008-05-10T21:19:25,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-11,77.8,60.8,70,77.8,60.8,70,45,41.6,0,0,0,,0,0,24.2,11.9,52.9,1015.3,7,17.5,,,,,2008-05-11T06:14:04,2008-05-11T21:20:48,0.2,Clear,Clear conditions throughout the day.,clear-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-12,78.4,58,68.4,78.4,58,68.4,47.4,48.2,0,0,0,,0,0,21.3,10.2,50.5,1014.3,13.5,15.6,,,,,2008-05-12T06:12:39,2008-05-12T21:22:10,0.25,Clear,Clear conditions throughout the day.,clear-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-13,79.7,58.5,70.2,79.7,58.5,70.2,45.7,43.2,0,0,0,,0,0,23.1,9.7,61,1012.9,17.7,18.6,,,,,2008-05-13T06:11:16,2008-05-13T21:23:32,0.27,Clear,Clear conditions throughout the day.,clear-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-14,78.6,60.1,67.6,78.6,60.1,67.6,52.3,60.1,0.216,100,20.83,rain,0,0,23.7,11.7,154.8,1011,57.7,13.9,,,,,2008-05-14T06:09:54,2008-05-14T21:24:53,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-15,68.8,57.4,62.2,68.8,57.4,62.2,55,78.8,0.375,100,33.33,rain,0,0,21.6,8.3,191.4,1008.9,74.7,10,,,,,2008-05-15T06:08:35,2008-05-15T21:26:13,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-16,71.1,54.1,62.9,71.1,54.1,62.9,53.1,72.1,0.044,100,25,rain,0,0,19.1,8.4,175.2,1006.9,63.3,10.9,,,,,2008-05-16T06:07:17,2008-05-16T21:27:33,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-17,66.1,54.4,59.7,66.1,54.4,59.7,53.6,81.5,0.438,100,37.5,rain,0,0,28.3,11.9,239.1,1006,72.1,8.8,,,,,2008-05-17T06:06:01,2008-05-17T21:28:51,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-18,61.6,52.2,56.3,61.6,52.2,56.3,50.6,81.9,0.029,100,25,rain,0,0,23.9,12.9,10.9,1008.8,69.6,7.7,,,,,2008-05-18T06:04:48,2008-05-18T21:30:09,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-19,60.9,48.6,54.9,60.9,44.5,54,42.7,64.4,0,0,0,,0,0,26.5,14.4,20.4,1012.5,63.8,13.5,,,,,2008-05-19T06:03:36,2008-05-19T21:31:25,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-20,66,46.6,56.8,66,42.4,55.8,41.8,58.4,0,0,0,,0,0,25.5,11.3,16.4,1013.9,26.5,13.3,,,,,2008-05-20T06:02:27,2008-05-20T21:32:41,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-21,68.3,48.9,60,68.3,47.1,59.9,42.2,53.5,0,0,0,,0,0,20.2,9.7,61.7,1014.2,29.7,11.3,,,,,2008-05-21T06:01:19,2008-05-21T21:33:55,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-22,67.3,57.7,62.4,67.3,57.7,62.4,45,53.6,0,0,0,,0,0,18,8.3,119.4,1013.8,67.9,13.5,,,,,2008-05-22T06:00:14,2008-05-22T21:35:08,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-23,70.4,55,63.6,70.4,55,63.6,47.2,56.6,0,0,0,,0,0,18.7,9.5,110.4,1011.5,54.5,14.9,,,,,2008-05-23T05:59:11,2008-05-23T21:36:20,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-24,71.8,61.4,64.8,71.8,61.4,64.8,54.6,70.5,0.081,100,20.83,rain,0,0,23.9,10.6,98.3,1005.1,75.1,11.5,,,,,2008-05-24T05:58:11,2008-05-24T21:37:31,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-25,71.9,56.6,63.8,71.9,56.6,63.8,55,74.7,0.073,100,8.33,rain,0,0,20.9,9.9,145.6,1009,81.3,15,,,,,2008-05-25T05:57:13,2008-05-25T21:38:40,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-26,66.1,57.7,61.8,66.1,57.7,61.8,56.7,84,0.136,100,16.67,rain,0,0,21.7,10,144.7,1007.2,80.7,11.4,,,,,2008-05-26T05:56:17,2008-05-26T21:39:48,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-27,64.1,54.8,59.7,64.1,54.8,59.7,57.9,93.9,0.236,100,45.83,rain,0,0,25.1,9.7,66.2,1008,82.1,6,,,,,2008-05-27T05:55:23,2008-05-27T21:40:55,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-28,71.9,57.8,63.9,71.9,57.8,63.9,55.6,76.2,0.769,100,45.83,rain,0,0,33.2,16.5,182.3,1007.8,67.1,14.2,,,,,2008-05-28T05:54:32,2008-05-28T21:42:00,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-29,68.4,59.5,63.8,68.4,59.5,63.8,56.5,77.5,0.02,100,8.33,rain,0,0,12.1,6.5,99.9,1011.2,71.4,13.1,,,,,2008-05-29T05:53:43,2008-05-29T21:43:03,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-30,73.7,59.7,65.8,73.7,59.7,65.8,57.9,77.1,0,0,0,,0,0,22.2,10.3,10,1011.4,64.7,7.3,,,,,2008-05-30T05:52:57,2008-05-30T21:44:05,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-05-31,67,58,61.9,67,58,61.9,54.9,78.3,0.004,100,16.67,rain,0,0,15.5,7.5,31.6,1015.1,66.9,5.7,,,,,2008-05-31T05:52:13,2008-05-31T21:45:05,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-01,71.1,56.6,64.1,71.1,56.6,64.1,56.5,77.4,0.003,100,12.5,rain,0,0,17.7,7.4,60.9,1013.5,65.8,6.9,,,,,2008-06-01T05:51:32,2008-06-01T21:46:03,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-02,71,60.9,65.6,71,60.9,65.6,59.3,80.6,0.069,100,41.67,rain,0,0,16.8,8.3,140.8,1011.2,84.7,10.9,,,,,2008-06-02T05:50:53,2008-06-02T21:46:59,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-03,63.8,54.9,60.2,63.8,54.9,60.2,55.6,85.1,0.011,100,12.5,rain,0,0,27.5,12.7,238.8,1012.8,91.3,10.1,,,,,2008-06-03T05:50:17,2008-06-03T21:47:54,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-04,65.5,54.3,59.3,65.5,54.3,59.3,52.1,78.2,0.046,100,20.83,rain,0,0,18.9,8.7,299.4,1017.2,86.1,8.8,,,,,2008-06-04T05:49:43,2008-06-04T21:48:47,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-05,66.8,56.8,61.5,66.8,56.8,61.5,47.1,59.8,0,0,0,,0,0,18.3,9.4,0.5,1016.3,60.4,19.4,,,,,2008-06-05T05:49:12,2008-06-05T21:49:37,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-06,62.5,55.3,59,62.5,55.3,59,47.5,66.1,0.001,100,4.17,rain,0,0,24,11.2,314.8,1016.2,79.6,15.5,,,,,2008-06-06T05:48:44,2008-06-06T21:50:26,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-07,64.6,53.1,59.2,64.6,53.1,59.2,49.2,70.4,0,0,0,,0,0,21.9,9.5,314.4,1017.9,81.7,13.5,,,,,2008-06-07T05:48:18,2008-06-07T21:51:12,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-08,69.4,52.5,61.2,69.4,52.5,61.2,51.8,71.5,0,0,0,,0,0,25.2,11.1,346.4,1020.6,56.5,13.7,,,,,2008-06-08T05:47:56,2008-06-08T21:51:56,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-09,81,58.8,70.1,80.4,58.8,70,57.1,66.6,0,0,0,,0,0,25.7,11.8,9.2,1021.8,31,8,,,,,2008-06-09T05:47:35,2008-06-09T21:52:38,0.19,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-10,80.7,61,71.4,80.5,61,71.4,56.8,62.1,0,0,0,,0,0,26.2,10.5,2.9,1021.1,10.5,11.5,,,,,2008-06-10T05:47:18,2008-06-10T21:53:18,0.25,Clear,Clear conditions throughout the day.,clear-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-11,70.8,58.9,64.8,70.8,58.9,64.8,51.8,63.4,0,0,0,,0,0,27,13.7,1.5,1021.1,49.7,12.2,,,,,2008-06-11T05:47:03,2008-06-11T21:53:56,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-12,62.7,54,58.1,62.7,54,58.1,50,75,0.171,100,29.17,rain,0,0,30.1,14.9,303.7,1016.3,61.3,14.5,,,,,2008-06-12T05:46:51,2008-06-12T21:54:31,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-13,63.1,48.7,56.6,63.1,46.8,56.5,43.1,62.1,0.001,100,4.17,rain,0,0,18.3,9.1,340,1017.8,48.4,20.7,,,,,2008-06-13T05:46:42,2008-06-13T21:55:04,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-14,66.2,52.7,59.8,66.2,52.7,59.8,45.1,59.7,0,0,0,,0,0,23.5,11.6,278.2,1016.2,59.5,13.1,,,,,2008-06-14T05:46:35,2008-06-14T21:55:34,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-15,64.3,51.6,57.3,64.3,51.6,57.3,46.8,68.4,0.056,100,16.67,rain,0,0,19.6,10.2,254.3,1011.6,70,12.4,,,,,2008-06-15T05:46:31,2008-06-15T21:56:02,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-16,67.5,54.4,60,67.5,54.4,60,49.2,69.2,0.019,100,8.33,rain,0,0,19.7,9.8,57.5,1009.4,75.6,12.7,,,,,2008-06-16T05:46:30,2008-06-16T21:56:27,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-17,73,51.7,63.6,73,51.7,63.6,44,51.4,0,0,0,,0,0,19.7,9,345.5,1012.2,26,17.3,,,,,2008-06-17T05:46:31,2008-06-17T21:56:50,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-18,72,56,64.5,72,56,64.5,47.9,55.8,0,0,0,,0,0,26.4,12,228.5,1015.7,56.5,16.7,,,,,2008-06-18T05:46:36,2008-06-18T21:57:10,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-19,69.5,56.9,63,69.5,56.9,63,54.7,74.7,0.146,100,20.83,rain,0,0,30.5,16.1,218.7,1014.5,72.9,18.1,,,,,2008-06-19T05:46:42,2008-06-19T21:57:27,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-20,73.5,59.7,66.3,73.5,59.7,66.3,55.5,68.5,0.001,100,4.17,rain,0,0,21.9,9.5,243,1019.4,80.5,15.3,,,,,2008-06-20T05:46:52,2008-06-20T21:57:42,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-21,81.8,60.8,71.6,82.7,60.8,71.7,60,68.8,0,0,0,,0,0,19.8,9.2,203.9,1018.7,29.7,13.2,,,,,2008-06-21T05:47:04,2008-06-21T21:57:54,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-22,81.9,65.1,73.4,83.8,65.1,73.7,62.9,70.8,0.009,100,4.17,rain,0,0,26.3,14.5,239,1014.5,52,14.3,,,,,2008-06-22T05:47:19,2008-06-22T21:58:04,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-23,74.1,55.7,65.1,74.1,55.7,65.1,48.3,56.3,0,0,0,,0,0,18.8,10.9,6.4,1019.4,41.8,19.1,,,,,2008-06-23T05:47:36,2008-06-23T21:58:10,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-24,84.7,59.9,71.8,86.3,59.9,72.2,57.7,62.1,0,0,0,,0,0,14,6.8,43.7,1015.5,33,16.5,,,,,2008-06-24T05:47:56,2008-06-24T21:58:14,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-25,77.8,66.6,72.2,77.8,66.6,72.2,58.4,63.5,0.001,100,4.17,rain,0,0,24.2,12.6,286.4,1016.6,46.5,13.8,,,,,2008-06-25T05:48:18,2008-06-25T21:58:16,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-26,76.2,58.4,67.5,76.2,58.4,67.5,50,54.4,0,0,0,,0,0,18.3,8,327.4,1021.3,44.2,18.1,,,,,2008-06-26T05:48:43,2008-06-26T21:58:14,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-27,71.1,57.4,65.3,71.1,57.4,65.3,53.6,66,0,0,0,,0,0,27.8,11.2,276.4,1022,52.2,17.4,,,,,2008-06-27T05:49:11,2008-06-27T21:58:10,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-28,77.7,64.5,69.8,77.7,64.5,69.8,58.3,67.3,0,0,0,,0,0,18.7,9.3,263,1021.3,72.3,19.8,,,,,2008-06-28T05:49:41,2008-06-28T21:58:03,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-29,76.1,62,69,76.1,62,69,56.4,64.9,0,0,0,,0,0,18.6,10.8,309.8,1020,73.6,16.5,,,,,2008-06-29T05:50:13,2008-06-29T21:57:53,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2008-06-30,78.2,58.7,68.3,78.2,58.7,68.3,51.7,57.9,0,0,0,,0,0,17.7,9.1,332.7,1021.3,28.1,13.6,,,,,2008-06-30T05:50:47,2008-06-30T21:57:41,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-07-01,88.4,59.7,74.6,88.3,59.7,74.4,55.3,53,0,0,0,,0,0,20.3,10.7,122.5,1014.7,5.3,18.8,,,,,2008-07-01T05:51:24,2008-07-01T21:57:25,0.94,Clear,Clear conditions throughout the day.,clear-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-07-02,76.4,63.8,70,76.4,63.8,70,62.4,77.6,0.156,100,12.5,rain,0,0,19.4,9.1,261.3,1009.9,75.1,11.7,,,,,2008-07-02T05:52:03,2008-07-02T21:57:07,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2008-07-03,73.5,57,64.1,73.5,57,64.1,53.6,70.6,0.006,100,8.33,rain,0,0,40.4,17,245.7,1011.9,60.6,11,,,,,2008-07-03T05:52:44,2008-07-03T21:56:47,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2008-07-04,75,50.1,63.5,75,50.1,63.5,48.2,61.4,0,0,0,,0,0,20,9.5,141.1,1016.8,45.5,14.7,,,,,2008-07-04T05:53:27,2008-07-04T21:56:23,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-07-05,72.6,63,66.9,72.6,63,66.9,54.9,66.4,0.072,100,20.83,rain,0,0,22.9,11.7,191.7,1013.2,77.1,17.5,,,,,2008-07-05T05:54:13,2008-07-05T21:55:57,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-07-06,73,54.4,64.5,73,54.4,64.5,48.5,57.9,0,0,0,,0,0,35.8,14.9,220.2,1009.9,49.3,17.5,,,,,2008-07-06T05:55:00,2008-07-06T21:55:28,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-07-07,67.7,55.9,61.4,67.7,55.9,61.4,52.2,72.5,0.09,100,29.17,rain,0,0,47.4,19.7,215.3,1006.9,74.4,12.5,,,,,2008-07-07T05:55:50,2008-07-07T21:54:56,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2008-07-08,66.4,56.4,60.6,66.4,56.4,60.6,52.6,75.6,0.01,100,12.5,rain,0,0,30.4,13,238,1013.1,81.1,12.9,,,,,2008-07-08T05:56:41,2008-07-08T21:54:22,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-07-09,75.8,55.1,65.6,75.8,55.1,65.6,54.4,69.2,0.006,100,4.17,rain,0,0,25.8,13.8,215.6,1016.3,50.1,14,,,,,2008-07-09T05:57:34,2008-07-09T21:53:45,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
"Paris, France",2008-07-10,81.3,59.6,70.5,81.7,59.6,70.6,58,66.5,0.002,100,4.17,rain,0,0,31.1,15.1,217.5,1011.9,47.3,15.7,,,,,2008-07-10T05:58:29,2008-07-10T21:53:06,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2008-07-11,73.4,61.7,66.6,73.4,61.7,66.6,55.6,69.2,0.006,100,12.5,rain,0,0,28.9,13.8,236.6,1009.6,81.3,15.2,,,,,2008-07-11T05:59:26,2008-07-11T21:52:24,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"07149099999,07156099999,07146099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2008-07-12,67.2,57.1,61.6,67.2,57.1,61.6,50.4,67.8,0.021,100,20.83,rain,0,0,25.2,12.5,272.3,1011.5,73.5,15.5,,,,,2008-07-12T06:00:24,2008-07-12T21:51:39,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07149099999,07146099999,07156099999,07145099999,07157099999,07147099999,07150099999"
"Paris, France",2008-07-13,65.8,54.2,60.5,65.8,54.2,60.5,46.8,61.8,0.011,100,4.17,rain,0,0,21.7,9.3,322,1015,42.3,18.3,,,,,2008-07-13T06:01:24,2008-07-13T21:50:52,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
